songfilename,SongName,Speed,Condition,fileblock,testdurationsec,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,subtract,53,50,3,6,11,10,0,1,1,3,0,17,17,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.10100729999976,225.10100729999976,225.10100729999976,225.10100729999976,225.10100729999976,0.008782299999438692,225.10100729999976,True,0.09222222222222222,-0.3977777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,multiply,12,10,120,126,122,127,0,1,1,3,0,18,18,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.8834829999978,227.8834829999978,227.8834829999978,227.8834829999978,227.8834829999978,0.009229900002537761,227.8834829999978,True,-0.10222222222222223,-0.4077777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,add,28,28,56,62,61,63,0,1,1,3,0,19,19,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.3655024999971,229.3655024999971,229.3655024999971,229.3655024999971,229.3655024999971,0.00918900000033318,229.3655024999971,True,0.1,-0.4011111111111111,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,multiply,10,12,120,125,126,128,0,1,1,3,0,20,20,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.77962809999735,237.77962809999735,237.77962809999735,237.77962809999735,237.77962809999735,0.009016099997097626,237.77962809999735,True,-0.08777777777777777,-0.40555555555555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,subtract,52,50,2,3,4,5,0,1,1,3,0,21,21,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.39382759999717,239.39382759999717,239.39382759999717,239.39382759999717,239.39382759999717,0.008730400000786176,239.39382759999717,True,-0.30444444444444446,-0.3977777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,add,25,14,39,42,44,40,0,1,1,3,0,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.40997760000027,241.40997760000027,241.40997760000027,241.40997760000027,241.40997760000027,0.009295899999415269,241.40997760000027,True,-0.1,-0.4066666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,multiply,21,10,210,213,214,216,0,1,1,3,0,23,23,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.45693969999775,248.45693969999775,248.45693969999775,248.45693969999775,248.45693969999775,0.008929800002078991,248.45693969999775,True,0.09666666666666666,-0.4033333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,add,26,25,51,55,57,61,0,1,1,3,0,24,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.49087270000018,250.49087270000018,250.49087270000018,250.49087270000018,250.49087270000018,0.009269900001527276,250.49087270000018,True,-0.1,-0.4066666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,10,12,120,125,126,128,0,2,2,4,0,0,0,62,,,,,,,,,,,,,,,,,,,,,,,,257.95180769999934,0.06088420000014594,-0.012222222222222223,-0.14777777777777779,1,0,0,259.5630495999976,259.5630495999976,259.5630495999976,259.5630495999976,259.5630495999976,0.027936000002227956,259.5630495999976,True,-0.29444444444444445,-0.39555555555555555,1,0,0,ansOne,252.90165349999734,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,49,48,97,105,99,101,0,2,2,4,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.18144889999894,262.18144889999894,262.18144889999894,262.18144889999894,262.18144889999894,0.008179300002666423,262.18144889999894,True,0.10111111111111111,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,2,2,4,5,10,11,0,2,2,4,0,2,2,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0954361999975,269.0954361999975,269.0954361999975,269.0954361999975,269.0954361999975,0.008647700000437908,269.0954361999975,True,0.09444444444444444,-0.39555555555555555,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,10,21,210,215,213,217,0,2,2,4,0,3,3,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.5792307999982,270.5792307999982,270.5792307999982,270.5792307999982,270.5792307999982,0.009327799998573028,270.5792307999982,True,-0.10444444444444445,-0.4022222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,12,10,120,124,123,128,0,2,2,4,0,4,4,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.246568999999,272.246568999999,272.246568999999,272.246568999999,272.246568999999,0.009270600003219442,272.246568999999,True,-0.10444444444444445,-0.3977777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,10,18,180,188,190,194,0,2,2,4,0,5,5,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.01084759999867,274.01084759999867,274.01084759999867,274.01084759999867,274.01084759999867,0.008972700001322664,274.01084759999867,True,0.11444444444444445,-0.3888888888888889,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,26,25,1,7,9,7,0,2,2,4,0,6,6,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.00971189999836,276.00971189999836,276.00971189999836,276.00971189999836,276.00971189999836,0.009092899999814108,276.00971189999836,True,-0.09777777777777778,-0.3988888888888889,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,21,10,210,217,214,216,0,2,2,4,0,7,7,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.4078475999995,278.4078475999995,278.4078475999995,278.4078475999995,278.4078475999995,0.008985399999801302,278.4078475999995,True,-0.09777777777777778,-0.3988888888888889,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,48,43,91,99,95,92,0,2,2,4,0,8,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.7422885999986,279.7422885999986,279.7422885999986,279.7422885999986,279.7422885999986,0.00987869999880786,279.7422885999986,True,-0.2966666666666667,-0.4011111111111111,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,28,14,14,20,22,26,0,2,2,4,0,9,9,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.4906553999972,284.4906553999972,284.4906553999972,284.4906553999972,284.4906553999972,0.009242100000847131,284.4906553999972,True,-0.09333333333333334,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,5,12,60,61,66,64,0,2,2,4,0,10,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.83787569999913,287.83787569999913,287.83787569999913,287.83787569999913,287.83787569999913,0.009022599999298109,287.83787569999913,True,0.10555555555555556,-0.4077777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,10,2,20,25,30,25,0,2,2,4,0,11,11,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.269304999998,291.269304999998,291.269304999998,291.269304999998,291.269304999998,0.008890900000551483,291.269304999998,True,0.10555555555555556,-0.4077777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,53,49,102,109,107,112,0,2,2,4,0,12,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.73581249999916,292.73581249999916,292.73581249999916,292.73581249999916,292.73581249999916,0.009165499999653548,292.73581249999916,True,-0.10333333333333333,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,43,28,15,22,21,19,0,2,2,4,0,13,13,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.46609030000036,296.46609030000036,296.46609030000036,296.46609030000036,296.46609030000036,0.008754200000112178,296.46609030000036,True,-0.10111111111111111,-0.4033333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,50,50,0,5,7,2,0,2,2,4,0,14,14,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0958912999995,306.0958912999995,306.0958912999995,306.0958912999995,306.0958912999995,0.008542200001102174,306.0958912999995,True,-0.3011111111111111,-0.3933333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,49,28,77,79,78,81,0,2,2,4,0,15,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.90984129999924,307.90984129999924,307.90984129999924,307.90984129999924,307.90984129999924,0.008468699998047668,307.90984129999924,True,-0.3011111111111111,-0.3933333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,50,25,75,80,77,85,0,2,2,4,0,16,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.5725194999977,321.5725194999977,321.5725194999977,321.5725194999977,321.5725194999977,0.009725199997774325,321.5725194999977,True,0.09444444444444444,-0.39555555555555555,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,21,10,210,214,217,216,0,2,2,4,0,17,17,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.4879034999976,324.4879034999976,324.4879034999976,324.4879034999976,324.4879034999976,0.009404700002050959,324.4879034999976,True,-0.10333333333333333,-0.4066666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,2,18,36,37,41,45,0,2,2,4,0,18,18,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.10277569999744,326.10277569999744,326.10277569999744,326.10277569999744,326.10277569999744,0.009716900000057649,326.10277569999744,True,0.1,-0.40555555555555556,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,10,2,20,27,26,24,0,2,2,4,0,19,19,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.61765599999853,329.61765599999853,329.61765599999853,329.61765599999853,329.61765599999853,0.009334500002296409,329.61765599999853,True,-0.29555555555555557,-0.4011111111111111,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,43,25,18,21,25,19,0,2,2,4,0,20,20,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.64967409999736,331.64967409999736,331.64967409999736,331.64967409999736,331.64967409999736,0.009090799998375587,331.64967409999736,True,0.09666666666666666,-0.4022222222222222,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,48,14,62,63,72,66,0,2,2,4,0,21,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.79685830000017,339.79685830000017,339.79685830000017,339.79685830000017,339.79685830000017,0.01004339999781223,339.79685830000017,True,-0.09333333333333334,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,12,10,120,126,122,127,0,2,2,4,0,22,22,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0256026999996,347.0256026999996,347.0256026999996,347.0256026999996,347.0256026999996,0.009307000000262633,347.0256026999996,True,-0.09333333333333334,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,21,10,210,220,218,216,0,3,3,0,0,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,353.59607010000036,0.08448149999821908,-0.03333333333333333,-0.1322222222222222,1,0,0,356.51883180000004,356.51883180000004,356.51883180000004,356.51883180000004,356.51883180000004,0.034945800001878524,356.51883180000004,True,-0.11777777777777777,-0.4111111111111111,1,0,0,ansTwo,348.52164919999996,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,add,50,28,78,86,85,88,0,3,3,0,0,1,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.2680481999996,358.2680481999996,358.2680481999996,358.2680481999996,358.2680481999996,0.008201399999961723,358.2680481999996,True,-0.09222222222222222,-0.4033333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,add,48,48,96,101,103,99,0,3,3,0,0,2,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.86622969999735,361.86622969999735,361.86622969999735,361.86622969999735,361.86622969999735,0.008671100000356091,361.86622969999735,True,0.08444444444444445,-0.4011111111111111,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,10,18,180,183,184,187,0,3,3,0,0,3,3,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.98138409999956,370.98138409999956,370.98138409999956,370.98138409999956,370.98138409999956,0.008834500000375556,370.98138409999956,True,-0.10333333333333333,-0.40555555555555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,5,2,10,11,17,21,0,3,3,0,0,4,4,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.5630807999987,372.5630807999987,372.5630807999987,372.5630807999987,372.5630807999987,0.009389799997734372,372.5630807999987,True,-0.08888888888888889,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,2,10,20,22,23,30,0,3,3,0,0,5,5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.911504599997,373.911504599997,373.911504599997,373.911504599997,373.911504599997,0.008795800000370946,373.911504599997,True,-0.09444444444444444,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,21,10,210,214,217,216,0,3,3,0,0,6,6,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.2632233000004,375.2632233000004,375.2632233000004,375.2632233000004,375.2632233000004,0.009060000000317814,375.2632233000004,True,-0.09555555555555556,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,12,5,60,70,64,63,0,3,3,0,0,7,7,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.9764666999981,378.9764666999981,378.9764666999981,378.9764666999981,378.9764666999981,0.008870999998180196,378.9764666999981,True,-0.09555555555555556,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,subtract,50,28,22,29,31,30,0,3,3,0,0,8,8,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.3594849000001,383.3594849000001,383.3594849000001,383.3594849000001,383.3594849000001,0.009851899998466251,383.3594849000001,True,-0.30444444444444446,-0.39666666666666667,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,add,43,25,68,70,71,73,0,3,3,0,0,9,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.4703871999991,390.4703871999991,390.4703871999991,390.4703871999991,390.4703871999991,0.008685199998581083,390.4703871999991,True,0.10666666666666667,-0.4033333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,10,21,210,215,220,224,0,3,3,0,0,10,10,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.2669782999983,398.2669782999983,398.2669782999983,398.2669782999983,398.2669782999983,0.00961989999996149,398.2669782999983,True,0.07666666666666666,-0.3988888888888889,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,add,52,50,102,107,112,107,0,3,3,0,0,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.1010180999983,400.1010180999983,400.1010180999983,400.1010180999983,400.1010180999983,0.010191600002144696,400.1010180999983,True,-0.11222222222222222,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,add,50,50,100,101,110,106,0,3,3,0,0,12,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.96604399999705,403.96604399999705,403.96604399999705,403.96604399999705,403.96604399999705,0.00996829999712645,403.96604399999705,True,0.09,-0.39666666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,18,10,180,184,181,185,0,3,3,0,0,13,13,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.7156029999969,405.7156029999969,405.7156029999969,405.7156029999969,405.7156029999969,0.010372000000643311,405.7156029999969,True,-0.30666666666666664,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,subtract,48,14,34,42,39,24,0,3,3,0,0,14,14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.86253079999733,407.86253079999733,407.86253079999733,407.86253079999733,407.86253079999733,0.009673700002167607,407.86253079999733,True,-0.3022222222222222,-0.39666666666666667,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,5,21,105,107,109,108,0,3,3,0,0,15,15,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.9966596999984,411.9966596999984,411.9966596999984,411.9966596999984,411.9966596999984,0.009463900001719594,411.9966596999984,True,-0.10222222222222223,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,2,5,10,15,18,17,0,3,3,0,0,16,16,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.45817519999764,417.45817519999764,417.45817519999764,417.45817519999764,417.45817519999764,0.009381299998494796,417.45817519999764,True,0.09555555555555556,-0.39666666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,21,10,210,217,214,216,0,3,3,0,0,17,17,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.52534229999947,419.52534229999947,419.52534229999947,419.52534229999947,419.52534229999947,0.010513700002775295,419.52534229999947,True,-0.29888888888888887,-0.40555555555555556,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,add,44,43,87,93,97,101,0,3,3,0,0,18,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.27185149999787,421.27185149999787,421.27185149999787,421.27185149999787,421.27185149999787,0.008875499999703607,421.27185149999787,True,-0.10555555555555556,-0.3988888888888889,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,add,25,14,39,42,44,40,0,3,3,0,0,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.8558675999993,425.8558675999993,425.8558675999993,425.8558675999993,425.8558675999993,0.010234900000796188,425.8558675999993,True,-0.29,-0.40444444444444444,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,subtract,44,43,1,4,2,6,0,3,3,0,0,20,20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.90164939999886,428.90164939999886,428.90164939999886,428.90164939999886,428.90164939999886,0.008532799998647533,428.90164939999886,True,-0.1,-0.4022222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,add,53,49,102,109,107,112,0,3,3,0,0,21,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.80151509999996,430.80151509999996,430.80151509999996,430.80151509999996,430.80151509999996,0.009229999999661231,430.80151509999996,True,0.09555555555555556,-0.4066666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
