songfilename,SongName,Speed,Condition,fileblock,testdurationsec,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,21,5,105,107,109,113,0,3,3,0,0,22,22,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0474149999973,439.0474149999973,439.0474149999973,439.0474149999973,439.0474149999973,0.009688000001915498,439.0474149999973,True,-0.30666666666666664,-0.39222222222222225,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,18,10,180,182,188,183,0,3,3,0,0,23,23,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.379516099998,442.379516099998,442.379516099998,442.379516099998,442.379516099998,0.009426099997654092,442.379516099998,True,0.09333333333333334,-0.3977777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,12,5,60,70,64,63,0,4,4,8,0,0,0,98,,,,,,,,,,,,,,,,,,,,,,,,450.83392559999993,0.036610600000130944,-0.07111111111111111,-0.1411111111111111,1,0,0,453.0719688999998,453.0719688999998,453.0719688999998,453.0719688999998,453.0719688999998,0.04153039999800967,453.0719688999998,True,0.10444444444444445,-0.3977777777777778,1,0,0,ansThree,445.8079328999993,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,50,48,2,4,6,7,0,4,4,8,0,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.22047219999877,456.22047219999877,456.22047219999877,456.22047219999877,456.22047219999877,0.008305200000904733,456.22047219999877,True,0.1,-0.3933333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,52,50,102,107,112,107,0,4,4,8,0,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.9363158999986,457.9363158999986,457.9363158999986,457.9363158999986,457.9363158999986,0.00890380000055302,457.9363158999986,True,-0.2922222222222222,-0.3888888888888889,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,54,49,103,105,109,107,0,4,4,8,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.30157319999853,461.30157319999853,461.30157319999853,461.30157319999853,461.30157319999853,0.008313600003020838,461.30157319999853,True,-0.3,-0.39666666666666667,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,50,22,72,74,78,74,0,4,4,8,0,4,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.9502250000005,468.9502250000005,468.9502250000005,468.9502250000005,468.9502250000005,0.009268300000258023,468.9502250000005,True,0.11555555555555555,-0.38555555555555554,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,48,43,91,99,95,92,0,4,4,8,0,5,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.7149070999985,472.7149070999985,472.7149070999985,472.7149070999985,472.7149070999985,0.009067100003449013,472.7149070999985,True,0.09888888888888889,-0.39555555555555555,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,12,10,120,124,123,128,0,4,4,8,0,6,6,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.2643500999984,477.2643500999984,477.2643500999984,477.2643500999984,477.2643500999984,0.009138699999311939,477.2643500999984,True,0.09444444444444444,-0.39666666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,49,48,97,105,99,101,0,4,4,8,0,7,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.6110908999981,478.6110908999981,478.6110908999981,478.6110908999981,478.6110908999981,0.008810600000288105,478.6110908999981,True,-0.10666666666666667,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,2,12,24,28,31,32,0,4,4,8,0,8,8,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.79299909999827,483.79299909999827,483.79299909999827,483.79299909999827,483.79299909999827,0.009046299997862661,483.79299909999827,True,-0.30444444444444446,-0.3933333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,49,48,1,7,6,3,0,4,4,8,0,9,9,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.1746089999979,486.1746089999979,486.1746089999979,486.1746089999979,486.1746089999979,0.008706599997822195,486.1746089999979,True,-0.3,-0.39444444444444443,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,21,210,215,213,217,0,4,4,8,0,10,10,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.47522279999976,488.47522279999976,488.47522279999976,488.47522279999976,488.47522279999976,0.009241600000677863,488.47522279999976,True,-0.29888888888888887,-0.3988888888888889,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,2,20,25,30,25,0,4,4,8,0,11,11,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.2051861999971,490.2051861999971,490.2051861999971,490.2051861999971,490.2051861999971,0.008264100000815233,490.2051861999971,True,0.10333333333333333,-0.4011111111111111,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,2,5,10,11,18,12,0,4,4,8,0,12,12,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.1381787999999,492.1381787999999,492.1381787999999,492.1381787999999,492.1381787999999,0.00886259999970207,492.1381787999999,True,-0.09222222222222222,-0.39666666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,2,2,4,7,9,5,0,4,4,8,0,13,13,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.7869924999977,493.7869924999977,493.7869924999977,493.7869924999977,493.7869924999977,0.008345700000063516,493.7869924999977,True,0.09666666666666666,-0.4033333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,43,28,71,75,77,81,0,4,4,8,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.36933289999797,496.36933289999797,496.36933289999797,496.36933289999797,496.36933289999797,0.008874900002410868,496.36933289999797,False,0.31,-0.40555555555555556,1,0,0,ansFour,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,18,180,186,185,187,0,4,4,8,0,15,15,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.2838391999976,499.2838391999976,499.2838391999976,499.2838391999976,499.2838391999976,0.008634000001620734,499.2838391999976,True,-0.08888888888888889,-0.39666666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,18,10,180,182,188,183,0,4,4,8,0,16,16,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.98407020000013,500.98407020000013,500.98407020000013,500.98407020000013,500.98407020000013,0.009254299999156501,500.98407020000013,True,0.10777777777777778,-0.3933333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,21,10,210,220,218,216,0,4,4,8,0,17,17,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.5985944999993,502.5985944999993,502.5985944999993,502.5985944999993,502.5985944999993,0.019160200001351768,502.5985944999993,True,-0.10222222222222223,-0.39444444444444443,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,43,22,21,27,28,32,0,4,4,8,0,18,18,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.04837399999815,504.04837399999815,504.04837399999815,504.04837399999815,504.04837399999815,0.008846699998684926,504.04837399999815,True,-0.2966666666666667,-0.4011111111111111,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,49,22,27,29,17,33,0,4,4,8,0,19,19,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.8320907999987,507.8320907999987,507.8320907999987,507.8320907999987,507.8320907999987,0.008605300001363503,507.8320907999987,True,-0.31,-0.39666666666666667,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,21,10,210,213,214,216,0,4,4,8,0,20,20,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.4114792,515.4114792,515.4114792,515.4114792,515.4114792,0.009072400000150083,515.4114792,True,-0.11444444444444445,-0.3988888888888889,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,28,28,56,62,61,63,0,4,4,8,0,21,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.776124699998,516.776124699998,516.776124699998,516.776124699998,516.776124699998,0.008574800001952099,516.776124699998,True,-0.3022222222222222,-0.39444444444444443,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,50,50,100,101,110,106,0,4,4,8,0,22,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.9430914999975,520.9430914999975,520.9430914999975,520.9430914999975,520.9430914999975,0.009477600000536768,520.9430914999975,True,-0.11444444444444445,-0.3977777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,2,5,10,15,18,17,0,4,4,8,0,23,23,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.3236308999985,522.3236308999985,522.3236308999985,522.3236308999985,522.3236308999985,0.008771400000114227,522.3236308999985,True,-0.10111111111111111,-0.39666666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,50,22,28,29,18,36,0,4,4,8,0,24,24,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.3403201999972,524.3403201999972,524.3403201999972,524.3403201999972,524.3403201999972,0.008934500001487322,524.3403201999972,True,0.09888888888888889,-0.40555555555555556,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,12,2,24,34,32,34,0,4,4,8,0,25,25,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.3484355,538.3484355,538.3484355,538.3484355,538.3484355,0.008349399999133311,538.3484355,True,0.09555555555555556,-0.40555555555555556,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,50,50,100,101,102,107,0,5,5,5,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,546.454521599997,0.07011109999803011,0.04666666666666667,-0.2311111111111111,1,0,0,548.2038567999989,548.2038567999989,548.2038567999989,548.2038567999989,548.2038567999989,0.030645700000604847,548.2038567999989,True,-0.11555555555555555,-0.4066666666666667,1,0,0,ansTwo,541.3948363999989,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,10,18,180,187,186,184,0,5,5,5,0,1,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.6782987999977,549.6782987999977,549.6782987999977,549.6782987999977,549.6782987999977,0.009458000000449829,549.6782987999977,True,0.09111111111111111,-0.39222222222222225,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,2,10,20,27,29,27,0,5,5,5,0,2,2,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.190834099998,551.190834099998,551.190834099998,551.190834099998,551.190834099998,0.00829870000234223,551.190834099998,True,-0.2966666666666667,-0.39222222222222225,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,46,43,3,8,6,10,0,5,5,5,0,3,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.9726864000004,552.9726864000004,552.9726864000004,552.9726864000004,552.9726864000004,0.007884399998147273,552.9726864000004,True,-0.30444444444444446,-0.39222222222222225,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,5,21,105,107,109,108,0,5,5,5,0,4,4,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.2561936999991,555.2561936999991,555.2561936999991,555.2561936999991,555.2561936999991,0.008676900000864407,555.2561936999991,True,-0.2822222222222222,-0.4011111111111111,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,10,18,180,183,184,187,0,5,5,5,0,5,5,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.1235918999992,558.1235918999992,558.1235918999992,558.1235918999992,558.1235918999992,0.00879210000130115,558.1235918999992,True,-0.3011111111111111,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,22,14,36,38,39,44,0,5,5,5,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.8054768999973,559.8054768999973,559.8054768999973,559.8054768999973,559.8054768999973,0.00904889999947045,559.8054768999973,True,0.10333333333333333,-0.4066666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,2,2,4,7,9,5,0,5,5,5,0,7,7,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.5532155999972,563.5532155999972,563.5532155999972,563.5532155999972,563.5532155999972,0.007741000001260545,563.5532155999972,True,-0.30777777777777776,-0.4033333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,12,10,120,124,123,128,0,5,5,5,0,8,8,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.3703729999979,565.3703729999979,565.3703729999979,565.3703729999979,565.3703729999979,0.00951359999817214,565.3703729999979,True,-0.29555555555555557,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,49,22,27,29,17,33,0,5,5,5,0,9,9,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.9014668999989,566.9014668999989,566.9014668999989,566.9014668999989,566.9014668999989,0.008802799999102717,566.9014668999989,True,-0.3,-0.39555555555555555,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,2,2,4,5,10,11,0,5,5,5,0,10,10,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.9795874999982,579.9795874999982,579.9795874999982,579.9795874999982,579.9795874999982,0.0080952000025718,579.9795874999982,True,0.09555555555555556,-0.4033333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,22,14,8,14,9,13,0,5,5,5,0,11,11,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.594039399999,581.594039399999,581.594039399999,581.594039399999,581.594039399999,0.009545599998091348,581.594039399999,True,-0.10444444444444445,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,51,49,2,5,9,3,0,5,5,5,0,12,12,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.5901739000001,588.5901739000001,588.5901739000001,588.5901739000001,588.5901739000001,0.008510600000590784,588.5901739000001,True,0.10444444444444445,-0.4022222222222222,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,49,25,24,29,25,14,0,5,5,5,0,13,13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.5058446999974,593.5058446999974,593.5058446999974,593.5058446999974,593.5058446999974,0.009282499999244465,593.5058446999974,True,-0.2911111111111111,-0.4033333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,50,50,0,5,7,2,0,5,5,5,0,14,14,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.9848552000003,600.9848552000003,600.9848552000003,600.9848552000003,600.9848552000003,0.008662799999001436,600.9848552000003,True,-0.2922222222222222,-0.4022222222222222,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,10,2,20,30,21,25,0,5,5,5,0,15,15,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.5185801999978,602.5185801999978,602.5185801999978,602.5185801999978,602.5185801999978,0.008483500001602806,602.5185801999978,True,-0.29333333333333333,-0.4011111111111111,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,48,14,34,42,39,24,0,5,5,5,0,16,16,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.6356500999973,603.6356500999973,603.6356500999973,603.6356500999973,603.6356500999973,0.008827800000290154,603.6356500999973,True,0.10777777777777778,-0.40444444444444444,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,28,28,56,62,61,63,0,5,5,5,0,17,17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.8811355999969,610.8811355999969,610.8811355999969,610.8811355999969,610.8811355999969,0.008691700000781566,610.8811355999969,True,-0.3,-0.4122222222222222,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,18,5,90,93,100,98,0,5,5,5,0,18,18,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.7126411999998,614.7126411999998,614.7126411999998,614.7126411999998,614.7126411999998,0.008821899999020388,614.7126411999998,True,-0.11333333333333333,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,48,48,0,6,8,4,0,5,5,5,0,19,19,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.4927594000001,620.4927594000001,620.4927594000001,620.4927594000001,620.4927594000001,0.008005100000445964,620.4927594000001,True,0.09222222222222222,-0.4033333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,50,22,28,29,18,36,0,5,5,5,0,20,20,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.5106038999984,622.5106038999984,622.5106038999984,622.5106038999984,622.5106038999984,0.009613999998691725,622.5106038999984,True,-0.10666666666666667,-0.4022222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,48,43,91,99,95,92,0,5,5,5,0,21,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.3900928999974,628.3900928999974,628.3900928999974,628.3900928999974,628.3900928999974,0.008536599998478778,628.3900928999974,True,-0.2966666666666667,-0.4033333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,2,5,10,15,18,17,0,5,5,5,0,22,22,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.6378617999981,632.6378617999981,632.6378617999981,632.6378617999981,632.6378617999981,0.008880999997927574,632.6378617999981,True,-0.09111111111111111,-0.3988888888888889,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
