songfilename,SongName,Speed,Condition,fileblock,testdurationsec,songCondFile,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,text.stopped,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,39,10,49,52,50,53,0,1,1,1,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.9087556,125.9087556,125.9087556,125.9087556,125.9087556,0.004223,125.9087556,TRUE,-0.301851852,-0.388888889,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,27,23,4,6,12,6,0,1,1,1,0,2,2,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.4587976,129.4587976,129.4587976,129.4587976,129.4587976,0.0043239,129.4587976,TRUE,0.101851852,-0.402777778,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,17,10,170,176,175,174,0,1,1,1,0,3,3,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.2754861,133.2754861,133.2754861,133.2754861,133.2754861,0.0041151,133.2754861,TRUE,0.117592593,-0.40462963,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,16,10,6,7,9,12,0,1,1,1,0,4,4,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7588306,134.7588306,134.7588306,134.7588306,134.7588306,0.0044539,134.7588306,TRUE,0.098148148,-0.401851852,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,3,30,34,38,31,0,1,1,1,0,5,5,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0921922,138.0921922,138.0921922,138.0921922,138.0921922,0.0041769,138.0921922,TRUE,0.098148148,-0.401851852,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,15,10,150,153,155,159,0,1,1,1,0,6,6,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.9255431,139.9255431,139.9255431,139.9255431,139.9255431,0.004294,139.9255431,TRUE,0.102777778,-0.403703704,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,5,15,75,76,78,77,0,1,1,1,0,7,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3255884,141.3255884,141.3255884,141.3255884,141.3255884,0.0041615,141.3255884,TRUE,-0.317592593,-0.407407407,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,17,170,171,178,176,0,1,1,1,0,8,8,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.708896,143.708896,143.708896,143.708896,143.708896,0.0043641,143.708896,TRUE,-0.299074074,-0.403703704,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,17,5,85,86,93,88,0,1,1,1,0,9,9,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0755234,145.0755234,145.0755234,145.0755234,145.0755234,0.0040939,145.0755234,TRUE,-0.301851852,-0.405555556,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,42,37,5,12,11,9,0,1,1,1,0,10,10,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.9922897,147.9922897,147.9922897,147.9922897,147.9922897,0.0042098,147.9922897,TRUE,0.10462963,-0.39537037,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,40,39,79,85,82,84,0,1,1,1,0,11,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.6923017,151.6923017,151.6923017,151.6923017,151.6923017,0.0042503,151.6923017,TRUE,-0.099074074,-0.401851852,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,5,15,75,77,85,77,0,1,1,1,0,12,12,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2089503,154.2089503,154.2089503,154.2089503,154.2089503,0.0042277,154.2089503,TRUE,-0.312037037,-0.393518519,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,58,55,3,6,10,7,0,1,1,1,0,13,13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.709004,156.709004,156.709004,156.709004,156.709004,0.0040224,156.709004,TRUE,0.096296296,-0.399074074,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,17,170,180,177,171,0,1,1,1,0,14,14,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3923269,158.3923269,158.3923269,158.3923269,158.3923269,0.0042294,158.3923269,TRUE,0.092592593,-0.40462963,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,42,39,3,7,8,5,0,1,1,1,0,15,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7590254,159.7590254,159.7590254,159.7590254,159.7590254,0.0039244,159.7590254,TRUE,0.102777778,-0.412037037,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,15,150,154,156,154,0,1,1,1,0,16,16,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.9257211,163.9257211,163.9257211,163.9257211,163.9257211,0.0042585,163.9257211,TRUE,-0.3,-0.396296296,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,15,150,151,153,157,0,1,1,1,0,17,17,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.559059,165.559059,165.559059,165.559059,165.559059,0.0031744,165.559059,TRUE,0.113888889,-0.396296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,55,15,40,46,44,48,0,1,1,1,0,18,18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.5257504,167.5257504,167.5257504,167.5257504,167.5257504,0.0041605,167.5257504,TRUE,0.106481481,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,15,2,30,31,36,40,0,1,1,1,0,19,19,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.9424465,170.9424465,170.9424465,170.9424465,170.9424465,0.0042633,170.9424465,TRUE,-0.113888889,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,55,15,70,77,71,72,0,1,1,1,0,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.7424552,172.7424552,172.7424552,172.7424552,172.7424552,0.0043394,172.7424552,TRUE,-0.089814815,-0.407407407,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,42,37,79,81,89,82,0,1,1,1,0,21,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.2924355,175.2924355,175.2924355,175.2924355,175.2924355,0.004214,175.2924355,TRUE,-0.09537037,-0.405555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,26,23,3,6,7,6,0,1,1,1,0,22,22,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.9091374,179.9091374,179.9091374,179.9091374,179.9091374,0.0039182,179.9091374,TRUE,-0.293518519,-0.398148148,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,40,39,1,6,3,9,0,1,1,1,0,23,23,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.8758185,181.8758185,181.8758185,181.8758185,181.8758185,0.0041225,181.8758185,TRUE,0.099074074,-0.390740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,23,16,39,47,43,41,0,1,1,1,0,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.6925428,183.6925428,183.6925428,183.6925428,183.6925428,0.0040656,183.6925428,TRUE,-0.099074074,-0.401851852,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,17,5,85,86,89,93,0,1,1,1,0,25,25,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.842539,186.842539,186.842539,186.842539,186.842539,0.004254,186.842539,TRUE,-0.097222222,-0.405555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,5,17,85,92,89,92,0,1,1,1,0,26,26,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.5592075,189.5592075,189.5592075,189.5592075,189.5592075,0.0041386,189.5592075,TRUE,-0.092592593,-0.409259259,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,37,37,0,2,4,2,0,1,1,1,0,27,27,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.7258989,191.7258989,191.7258989,191.7258989,191.7258989,0.0043221,191.7258989,TRUE,0.100925926,-0.390740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,4,10,40,47,43,44,0,1,1,1,0,28,28,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.7759546,192.7759546,192.7759546,192.7759546,192.7759546,0.0041966,192.7759546,TRUE,-0.301851852,-0.405555556,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,37,15,52,59,56,60,0,1,1,1,0,29,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.1925067,194.1925067,194.1925067,194.1925067,194.1925067,0.0043503,194.1925067,TRUE,-0.300925926,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,5,4,20,26,21,28,0,1,1,1,0,30,30,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2092553,197.2092553,197.2092553,197.2092553,197.2092553,0.0040505,197.2092553,TRUE,-0.09537037,-0.399074074,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,4,40,48,45,46,0,1,1,1,0,31,31,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5259289,198.5259289,198.5259289,198.5259289,198.5259289,0.0042111,198.5259289,TRUE,-0.089814815,-0.393518519,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,25,23,2,9,5,8,0,1,1,1,0,32,32,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.4425829,199.4425829,199.4425829,199.4425829,199.4425829,0.0039078,199.4425829,TRUE,0.10462963,-0.396296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,15,10,150,153,157,151,0,1,1,1,0,33,33,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.1592947,201.1592947,201.1592947,201.1592947,201.1592947,0.0042684,201.1592947,TRUE,-0.292592593,-0.411111111,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,40,37,77,83,85,79,0,1,1,1,0,34,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.5593424,202.5593424,202.5593424,202.5593424,202.5593424,0.0041302,202.5593424,TRUE,0.099074074,-0.407407407,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,17,10,170,175,171,174,0,1,1,1,0,35,35,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.9093307,204.9093307,204.9093307,204.9093307,204.9093307,0.004299,204.9093307,TRUE,-0.094444444,-0.393518519,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,17,10,170,176,180,172,0,1,1,1,0,36,36,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0593691,206.0593691,206.0593691,206.0593691,206.0593691,0.0031041,206.0593691,TRUE,-0.082407407,-0.406481481,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,3,10,30,31,38,40,0,1,1,1,0,37,37,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.209384,207.209384,207.209384,207.209384,207.209384,0.0041258,207.209384,TRUE,-0.286111111,-0.407407407,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,5,4,20,25,28,26,0,1,1,1,0,38,38,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.4926915,208.4926915,208.4926915,208.4926915,208.4926915,0.0041103,208.4926915,TRUE,-0.089814815,-0.405555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,55,55,110,117,115,119,0,1,1,1,0,39,39,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.6260097,209.6260097,209.6260097,209.6260097,209.6260097,0.0041312,209.6260097,TRUE,0.108333333,-0.413888889,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,3,30,32,33,37,0,1,1,1,0,40,40,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.9593867,211.9593867,211.9593867,211.9593867,211.9593867,0.0045231,211.9593867,TRUE,0.100925926,-0.396296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,add,56,52,108,112,110,111,0,2,2,9,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,219.6594318,0.007073,-0.057407407,-0.018518519,1,0,0,221.4927717,221.4927717,221.4927717,221.4927717,221.4927717,0.014852,221.4927717,TRUE,-0.301851852,-0.401851852,1,0,0,ansOne,214.6593862,219.6594318,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,add,52,17,69,70,75,71,0,2,2,9,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.8427678,223.8427678,223.8427678,223.8427678,223.8427678,0.0040042,223.8427678,TRUE,0.086111111,-0.409259259,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,8,80,90,81,90,0,2,2,9,0,2,2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.8094584,225.8094584,225.8094584,225.8094584,225.8094584,0.0042076,225.8094584,TRUE,-0.299074074,-0.396296296,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,subtract,48,45,3,7,6,10,0,2,2,9,0,3,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.9428207,227.9428207,227.9428207,227.9428207,227.9428207,0.0039878,227.9428207,TRUE,0.101851852,-0.398148148,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,5,50,57,53,57,0,2,2,9,0,4,4,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.6261479,229.6261479,229.6261479,229.6261479,229.6261479,0.0041733,229.6261479,TRUE,0.110185185,-0.412037037,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,subtract,36,35,1,6,8,2,0,2,2,9,0,5,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.8928512,230.8928512,230.8928512,230.8928512,230.8928512,0.0039763,230.8928512,TRUE,0.098148148,-0.407407407,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,subtract,30,29,1,5,7,5,0,2,2,9,0,6,6,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.8095116,232.8095116,232.8095116,232.8095116,232.8095116,0.0041177,232.8095116,TRUE,0.101851852,-0.40462963,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,16,160,164,170,166,0,2,2,9,0,7,7,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0428625,234.0428625,234.0428625,234.0428625,234.0428625,0.0041192,234.0428625,TRUE,-0.082407407,-0.394444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,subtract,29,20,9,12,17,12,0,2,2,9,0,8,8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0262047,235.0262047,235.0262047,235.0262047,235.0262047,0.0041862,235.0262047,TRUE,-0.093518519,-0.393518519,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,16,160,167,162,164,0,2,2,9,0,9,9,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.3262077,236.3262077,236.3262077,236.3262077,236.3262077,0.0041358,236.3262077,TRUE,-0.305555556,-0.394444444,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,multiply,5,10,50,55,60,53,0,2,2,9,0,10,10,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.609525,237.609525,237.609525,237.609525,237.609525,0.0047189,237.609525,TRUE,0.088888889,-0.397222222,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,subtract,57,52,5,6,7,11,0,2,2,9,0,11,11,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.3595707,239.3595707,239.3595707,239.3595707,239.3595707,0.0039709,239.3595707,TRUE,-0.103703704,-0.398148148,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,subtract,52,18,34,36,37,24,0,2,2,9,0,12,12,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.4929107,241.4929107,241.4929107,241.4929107,241.4929107,0.0042255,241.4929107,TRUE,-0.09537037,-0.40462963,1,0,0,ansTwo,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,multiply,9,2,18,19,21,24,0,2,2,9,0,13,13,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.9429404,246.9429404,246.9429404,246.9429404,246.9429404,0.0040216,246.9429404,TRUE,0.084259259,-0.398148148,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,multiply,9,10,90,96,98,92,0,2,2,9,0,14,14,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.3929621,249.3929621,249.3929621,249.3929621,249.3929621,0.004138,249.3929621,TRUE,0.117592593,-0.391666667,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,subtract,40,35,5,10,9,13,0,2,2,9,0,15,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.5096264,250.5096264,250.5096264,250.5096264,250.5096264,0.0040279,250.5096264,TRUE,0.093518519,-0.392592593,1,0,0,ansThree,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
music\silence.wav,silent,silent,silent,1,90,A,subtract,52,24,28,32,29,32,0,2,2,9,0,16,16,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.5930081,252.5930081,252.5930081,252.5930081,252.5930081,0.0042212,252.5930081,TRUE,-0.289814815,-0.406481481,1,0,0,ansOne,,,,,,,,,,,,,,,,,1,2022-11-01_20h54.34.424,musicalMathTest,2022.2.0,59.95502174
