songfilename,SongName,Speed,Condition,fileblock,testdurationsec,songCondFile,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,text.stopped,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,1,90,B,subtract,41,34,7,9,13,11,0,2,2,3,0,10,10,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0430023,289.0430023,289.0430023,289.0430023,289.0430023,0.0064562,289.0430023,TRUE,0.097222222,-0.409259259,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-10-29_19h58.00.993,musicalMathTest,2022.2.4,60.00747693
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,1,90,B,multiply,10,10,100,103,107,101,0,2,2,3,0,11,11,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.526542,297.526542,297.526542,297.526542,297.526542,0.0061859,297.526542,TRUE,0.096296296,-0.403703704,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-10-29_19h58.00.993,musicalMathTest,2022.2.4,60.00747693
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,1,90,B,add,46,41,87,93,95,99,0,2,2,3,0,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.7766196,301.7766196,301.7766196,301.7766196,301.7766196,0.0065822,301.7766196,TRUE,-0.300925926,-0.405555556,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-10-29_19h58.00.993,musicalMathTest,2022.2.4,60.00747693
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,1,90,B,multiply,20,5,100,106,108,105,0,2,2,3,0,13,13,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.8600511,305.8600511,305.8600511,305.8600511,305.8600511,0.00621,305.8600511,TRUE,-0.110185185,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-10-29_19h58.00.993,musicalMathTest,2022.2.4,60.00747693
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,1,90,B,multiply,5,13,65,72,69,67,0,2,2,3,0,14,14,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.6434553,309.6434553,309.6434553,309.6434553,309.6434553,0.0064585,309.6434553,TRUE,0.109259259,-0.401851852,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-10-29_19h58.00.993,musicalMathTest,2022.2.4,60.00747693
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,1,90,B,add,63,59,122,125,132,126,0,2,2,3,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.9936364,317.9936364,317.9936364,317.9936364,317.9936364,0.0065078,317.9936364,TRUE,-0.098148148,-0.403703704,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-10-29_19h58.00.993,musicalMathTest,2022.2.4,60.00747693
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,multiply,10,7,70,77,75,80,0,0,0,1,0,0,0,96,,,,,,,,,,,,,,,,,,,,,,,,85.2185761,0.0286272,0.092592593,0.074074074,1,0,0,88.0851522,88.0851522,88.0851522,88.0851522,88.0851522,0.0447745,88.0851522,TRUE,-0.291666667,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,multiply,7,10,70,73,75,74,0,0,0,1,0,1,1,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3526201,96.3526201,96.3526201,96.3526201,96.3526201,0.0080193,96.3526201,TRUE,0.094444444,-0.400925926,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,subtract,59,46,13,20,19,18,0,0,0,1,0,2,2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8693803,98.8693803,98.8693803,98.8693803,98.8693803,0.0090218,98.8693803,TRUE,-0.292592593,-0.397222222,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,subtract,47,33,14,21,18,4,0,0,0,1,0,3,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3035388,109.3035388,109.3035388,109.3035388,109.3035388,0.0053862,109.3035388,TRUE,0.107407407,-0.401851852,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,multiply,10,7,70,80,77,80,0,0,0,1,0,4,4,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.554305,120.554305,120.554305,120.554305,120.554305,0.0055144,120.554305,TRUE,-0.102777778,-0.405555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,multiply,10,13,130,133,135,139,0,0,0,1,0,5,5,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.6377678,122.6377678,122.6377678,122.6377678,122.6377678,0.0055951,122.6377678,TRUE,0.101851852,-0.39537037,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,multiply,10,10,100,103,105,110,0,0,0,1,0,6,6,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2881819,127.2881819,127.2881819,127.2881819,127.2881819,0.0052085,127.2881819,TRUE,-0.302777778,-0.400925926,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,subtract,47,12,35,36,42,40,0,0,0,1,0,7,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.2382112,130.2382112,130.2382112,130.2382112,130.2382112,0.0073024,130.2382112,TRUE,-0.102777778,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,multiply,20,10,200,208,206,208,0,0,0,1,0,8,8,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.8219419,134.8219419,134.8219419,134.8219419,134.8219419,0.0054717,134.8219419,TRUE,-0.093518519,-0.412037037,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,multiply,5,20,100,103,102,101,0,0,0,1,0,9,9,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.3889193,139.3889193,139.3889193,139.3889193,139.3889193,0.0052427,139.3889193,TRUE,0.122222222,-0.406481481,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,subtract,47,34,13,16,15,18,0,0,0,1,0,10,10,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.9392308,142.9392308,142.9392308,142.9392308,142.9392308,0.0056465,142.9392308,TRUE,-0.087962963,-0.401851852,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,add,59,41,100,110,107,110,0,0,0,1,0,11,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8896597,149.8896597,149.8896597,149.8896597,149.8896597,0.0068592,149.8896597,TRUE,-0.32037037,-0.400925926,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,subtract,60,59,1,5,7,5,0,0,0,1,0,12,12,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.4237049,160.4237049,160.4237049,160.4237049,160.4237049,0.0048415,160.4237049,TRUE,-0.098148148,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,add,61,59,120,123,125,128,0,0,0,1,0,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.9572133,162.9572133,162.9572133,162.9572133,162.9572133,0.00517,162.9572133,TRUE,-0.308333333,-0.402777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,B,subtract,41,34,7,9,13,11,0,0,0,1,0,14,14,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0743322,171.0743322,171.0743322,171.0743322,171.0743322,0.0052312,171.0743322,TRUE,-0.299074074,-0.387037037,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,multiply,2,10,20,21,26,22,0,1,1,3,0,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,185.8600022,0.0045281,0.001851852,0.025,1,0,0,198.2682678,198.2682678,198.2682678,198.2682678,198.2682678,0.0163355,198.2682678,TRUE,-0.286111111,-0.397222222,1,0,0,ansOne,180.8585039,185.8600022,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,subtract,48,48,0,6,8,4,0,1,1,3,0,1,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5421418,200.5421418,200.5421418,200.5421418,200.5421418,0.0056565,200.5421418,TRUE,0.093518519,-0.408333333,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,subtract,48,43,5,7,10,14,0,1,1,3,0,2,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2589304,202.2589304,202.2589304,202.2589304,202.2589304,0.0052885,202.2589304,TRUE,-0.101851852,-0.403703704,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,multiply,12,10,120,124,125,126,0,1,1,3,0,3,3,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0595908,212.0595908,212.0595908,212.0595908,212.0595908,0.0073317,212.0595908,TRUE,-0.098148148,-0.399074074,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,multiply,10,2,20,25,30,25,0,1,1,3,0,4,4,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.9931113,214.9931113,214.9931113,214.9931113,214.9931113,0.0054824,214.9931113,TRUE,-0.106481481,-0.412962963,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,multiply,10,18,180,186,185,187,0,1,1,3,0,5,5,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.5932439,216.5932439,216.5932439,216.5932439,216.5932439,0.0054488,216.5932439,TRUE,-0.299074074,-0.388888889,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,multiply,12,10,120,125,127,121,0,1,1,3,0,6,6,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.8267936,219.8267936,219.8267936,219.8267936,219.8267936,0.0052688,219.8267936,TRUE,-0.299074074,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,multiply,12,5,60,67,62,64,0,1,1,3,0,7,7,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.6602885,221.6602885,221.6602885,221.6602885,221.6602885,0.0055039,221.6602885,TRUE,-0.309259259,-0.406481481,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,add,48,43,91,93,92,96,0,1,1,3,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.5109287,231.5109287,231.5109287,231.5109287,231.5109287,0.0052906,231.5109287,TRUE,-0.100925926,-0.389814815,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,add,50,50,100,101,110,106,0,1,1,3,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.5127603,242.5127603,242.5127603,242.5127603,242.5127603,0.005406,242.5127603,TRUE,-0.284259259,-0.407407407,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,subtract,50,28,22,29,31,30,0,1,1,3,0,10,10,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.9128305,243.9128305,243.9128305,243.9128305,243.9128305,0.0052418,243.9128305,TRUE,-0.281481481,-0.408333333,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,subtract,26,25,1,7,9,7,0,1,1,3,0,11,11,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.1134348,252.1134348,252.1134348,252.1134348,252.1134348,0.0050912,252.1134348,TRUE,-0.303703704,-0.401851852,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\vocals\Younger Then (90) by Allebasi.wav,younger then,calm,vocals,2,90,B,subtract,54,49,5,12,7,6,0,1,1,3,0,12,12,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.3802504,254.3802504,254.3802504,254.3802504,254.3802504,0.0053786,254.3802504,TRUE,0.102777778,-0.409259259,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,B,multiply,6,10,60,68,63,67,0,2,2,2,0,0,0,91,,,,,,,,,,,,,,,,,,,,,,,,330.351964,0.0039106,0.019444444,-0.003703704,1,0,0,331.5021219,331.5021219,331.5021219,331.5021219,331.5021219,0.0186856,331.5021219,TRUE,-0.098148148,-0.409259259,1,0,0,ansTwo,325.351812,330.351964,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,B,subtract,53,26,27,31,29,34,0,2,2,2,0,1,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0023589,333.0023589,333.0023589,333.0023589,333.0023589,0.005304,333.0023589,TRUE,-0.101851852,-0.398148148,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,B,add,46,44,90,95,100,91,0,2,2,2,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.3869367,351.3869367,351.3869367,351.3869367,351.3869367,0.0063447,351.3869367,TRUE,-0.085185185,-0.412037037,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,B,add,63,58,121,127,129,133,0,2,2,2,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.3708631,359.3708631,359.3708631,359.3708631,359.3708631,0.0056119,359.3708631,TRUE,0.10462963,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,B,multiply,10,11,110,115,118,115,0,2,2,2,0,4,4,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.3059081,383.3059081,383.3059081,383.3059081,383.3059081,0.0054145,383.3059081,TRUE,-0.30462963,-0.403703704,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,B,multiply,2,14,28,29,31,30,0,2,2,2,0,5,5,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.5728215,385.5728215,385.5728215,385.5728215,385.5728215,0.0051793,385.5728215,TRUE,-0.298148148,-0.39537037,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,B,subtract,54,13,41,49,42,45,0,2,2,2,0,6,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0896638,388.0896638,388.0896638,388.0896638,388.0896638,0.0053171,388.0896638,TRUE,-0.289814815,-0.392592593,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,B,multiply,14,10,140,147,141,150,0,2,2,2,0,7,7,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.6403153,398.6403153,398.6403153,398.6403153,398.6403153,0.0054542,398.6403153,TRUE,0.099074074,-0.414814815,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,B,add,44,26,70,77,79,78,0,2,2,2,0,8,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.5236921,400.5236921,400.5236921,400.5236921,400.5236921,0.0052949,400.5236921,TRUE,-0.09537037,-0.411111111,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,subtract,30,29,1,5,7,5,0,4,4,0,0,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,529.7991181,0.0037593,0.103703704,0.063888889,1,0,0,530.6492278,530.6492278,530.6492278,530.6492278,530.6492278,0.0160956,530.6492278,TRUE,-0.099074074,-0.388888889,1,0,0,ansTwo,524.799139,529.7991181,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,add,48,45,93,103,98,94,0,4,4,0,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.7999236,536.7999236,536.7999236,536.7999236,536.7999236,0.0052992,536.7999236,TRUE,0.087962963,-0.401851852,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,multiply,9,5,45,49,46,48,0,4,4,0,0,2,2,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.350416,546.350416,546.350416,546.350416,546.350416,0.0058384,546.350416,TRUE,-0.283333333,-0.39537037,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,multiply,10,9,90,98,94,97,0,4,4,0,0,3,3,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.5348087,559.5348087,559.5348087,559.5348087,559.5348087,0.0050239,559.5348087,TRUE,-0.115740741,-0.408333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,multiply,5,2,10,11,18,15,0,4,4,0,0,4,4,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.9847524,560.9847524,560.9847524,560.9847524,560.9847524,0.0051808,560.9847524,TRUE,-0.082407407,-0.402777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,multiply,10,8,80,90,92,83,0,4,4,0,0,5,5,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.7516081,562.7516081,562.7516081,562.7516081,562.7516081,0.0050562,562.7516081,TRUE,0.090740741,-0.392592593,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,add,57,52,109,117,113,117,0,4,4,0,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.5016905,564.5016905,564.5016905,564.5016905,564.5016905,0.0057939,564.5016905,TRUE,0.116666667,-0.396296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,multiply,10,9,90,93,91,93,0,4,4,0,0,7,7,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.9854066,569.9854066,569.9854066,569.9854066,569.9854066,0.0051073,569.9854066,TRUE,0.099074074,-0.411111111,1,0,0,ansThree,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,add,52,24,76,78,83,78,0,4,4,0,0,8,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.3521689,571.3521689,571.3521689,571.3521689,571.3521689,0.0053428,571.3521689,TRUE,-0.083333333,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,subtract,38,35,3,10,6,10,0,4,4,0,0,9,9,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.1197048,582.1197048,582.1197048,582.1197048,582.1197048,0.0050366,582.1197048,TRUE,-0.308333333,-0.402777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,B,multiply,5,8,40,44,46,50,0,4,4,0,0,10,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.9867561,587.9867561,587.9867561,587.9867561,587.9867561,0.0056027,587.9867561,FALSE,0.307407407,-0.414814815,1,0,0,ansFour,,,,,,,,,,,,,,,,,3,2022-10-29_20h13.44.058,musicalMathTest,2022.2.4,60.00024003
