songfilename,SongName,Speed,Condition,fileblock,testdurationsec,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,text.stopped,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,2,14,28,29,31,30,0,1,1,0,0,13,13,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0221775000682,219.0221775000682,219.0221775000682,219.0221775000682,219.0221775000682,0.010525300051085651,219.0221775000682,True,0.08518518518518518,-0.4009259259259259,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,subtract,44,44,0,1,2,3,0,1,1,0,0,14,14,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.7381108000409,220.7381108000409,220.7381108000409,220.7381108000409,220.7381108000409,0.009575100033544004,220.7381108000409,True,-0.10277777777777777,-0.4083333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,2,6,12,20,22,15,0,1,1,0,0,15,15,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.93700460006949,222.93700460006949,222.93700460006949,222.93700460006949,222.93700460006949,0.009458899963647127,222.93700460006949,True,-0.2916666666666667,-0.4074074074074074,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,6,10,60,68,63,67,0,1,1,0,0,16,16,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.62146050005686,224.62146050005686,224.62146050005686,224.62146050005686,224.62146050005686,0.009752999991178513,224.62146050005686,True,-0.30277777777777776,-0.4083333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,subtract,62,58,4,5,9,6,0,1,1,0,0,17,17,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.52170599997044,227.52170599997044,227.52170599997044,227.52170599997044,227.52170599997044,0.011325899977236986,227.52170599997044,True,0.10648148148148148,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,multiply,14,10,140,144,148,141,0,1,1,0,0,18,18,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.58566590002738,236.58566590002738,236.58566590002738,236.58566590002738,236.58566590002738,0.0100897999946028,236.58566590002738,True,-0.0962962962962963,-0.39537037037037037,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\instrumentals\Soda Pop (90) (Instrumental) by Stony Pony.wav,soda pop,active,instrumental,2,90,subtract,58,26,32,38,39,43,0,1,1,0,0,19,19,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.5361114999978,238.5361114999978,238.5361114999978,238.5361114999978,238.5361114999978,0.009560799924656749,238.5361114999978,True,0.1,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,add,63,58,121,128,124,123,0,2,2,9,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,249.8179506000597,0.010613500024192035,0.12685185185185185,-0.4009259259259259,1,0,0,261.2040566999931,261.2040566999931,261.2040566999931,261.2040566999931,261.2040566999931,0.023842799942940474,261.2040566999931,True,-0.28888888888888886,-0.3990740740740741,1,0,0,ansOne,244.81287400005385,249.8179506000597,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,add,58,26,84,87,91,95,0,2,2,9,0,1,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.3823103000177,267.3823103000177,267.3823103000177,267.3823103000177,267.3823103000177,0.009252899908460677,267.3823103000177,True,-0.3148148148148148,-0.3962962962962963,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,44,44,0,5,3,1,0,2,2,9,0,2,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.5260445000604,272.5260445000604,272.5260445000604,272.5260445000604,272.5260445000604,0.020227200002409518,272.5260445000604,True,-0.1037037037037037,-0.3962962962962963,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,10,19,190,191,192,193,0,2,2,9,0,3,3,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.064551700023,274.064551700023,274.064551700023,274.064551700023,274.064551700023,0.010463899932801723,274.064551700023,True,-0.32037037037037036,-0.3972222222222222,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,add,53,11,64,68,67,71,0,2,2,9,0,4,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.56786589999683,275.56786589999683,275.56786589999683,275.56786589999683,275.56786589999683,0.013923099962994456,275.56786589999683,True,-0.30648148148148147,-0.40555555555555556,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,add,53,26,79,80,87,80,0,2,2,9,0,5,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.86398000002373,280.86398000002373,280.86398000002373,280.86398000002373,280.86398000002373,0.009562999941408634,280.86398000002373,True,-0.29259259259259257,-0.4074074074074074,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,5,19,95,102,96,100,0,2,2,9,0,6,6,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.56375880003907,287.56375880003907,287.56375880003907,287.56375880003907,287.56375880003907,0.011102400021627545,287.56375880003907,True,0.09722222222222222,-0.4046296296296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,63,58,5,10,9,8,0,2,2,9,0,7,7,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.4459094000049,289.4459094000049,289.4459094000049,289.4459094000049,289.4459094000049,0.00890879996586591,289.4459094000049,True,-0.3074074074074074,-0.3990740740740741,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,add,63,58,121,127,129,133,0,2,2,9,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.36118620005436,295.36118620005436,295.36118620005436,295.36118620005436,295.36118620005436,0.009759200038388371,295.36118620005436,True,-0.3212962962962963,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,10,14,140,143,148,143,0,2,2,9,0,9,9,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.57752280007116,301.57752280007116,301.57752280007116,301.57752280007116,301.57752280007116,0.009983199997805059,301.57752280007116,True,-0.09722222222222222,-0.39814814814814814,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,46,44,2,4,7,4,0,2,2,9,0,10,10,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.326440099976,303.326440099976,303.326440099976,303.326440099976,303.326440099976,0.00940659991465509,303.326440099976,True,-0.09907407407407408,-0.4009259259259259,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,add,53,21,74,77,75,77,0,2,2,9,0,11,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.8263980000047,308.8263980000047,308.8263980000047,308.8263980000047,308.8263980000047,0.009188099997118115,308.8263980000047,True,-0.10740740740740741,-0.39814814814814814,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,6,10,60,61,68,70,0,2,2,9,0,12,12,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.459023399977,313.459023399977,313.459023399977,313.459023399977,313.459023399977,0.009632100001908839,313.459023399977,True,-0.1,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,53,21,32,40,35,40,0,2,2,9,0,13,13,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.52656130003743,314.52656130003743,314.52656130003743,314.52656130003743,314.52656130003743,0.00987329997587949,314.52656130003743,True,-0.1037037037037037,-0.39814814814814814,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,10,11,110,120,111,116,0,2,2,9,0,14,14,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.2943871000316,319.2943871000316,319.2943871000316,319.2943871000316,319.2943871000316,0.01257569994777441,319.2943871000316,True,-0.08888888888888889,-0.4009259259259259,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,add,57,53,110,114,116,112,0,2,2,9,0,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.47504960000515,323.47504960000515,323.47504960000515,323.47504960000515,323.47504960000515,0.009253100026398897,323.47504960000515,True,0.11944444444444445,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,58,53,5,11,7,13,0,2,2,9,0,16,16,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.94070290005766,328.94070290005766,328.94070290005766,328.94070290005766,328.94070290005766,0.010465700062923133,328.94070290005766,True,0.09259259259259259,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,53,11,42,49,45,46,0,2,2,9,0,17,17,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.1392398000462,334.1392398000462,334.1392398000462,334.1392398000462,334.1392398000462,0.009246999979950488,334.1392398000462,True,-0.29259259259259257,-0.4083333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,19,10,190,195,192,196,0,2,2,9,0,18,18,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.4238041000208,338.4238041000208,338.4238041000208,338.4238041000208,338.4238041000208,0.011007399996742606,338.4238041000208,True,-0.29259259259259257,-0.39814814814814814,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,54,26,28,18,33,37,0,2,2,9,0,19,19,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.98865990003105,339.98865990003105,339.98865990003105,339.98865990003105,339.98865990003105,0.0096110999584198,339.98865990003105,True,-0.30185185185185187,-0.4064814814814815,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,5,11,55,56,63,57,0,2,2,9,0,20,20,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.838317799964,344.838317799964,344.838317799964,344.838317799964,344.838317799964,0.02672369999345392,344.838317799964,True,-0.29074074074074074,-0.4064814814814815,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,19,5,95,105,103,101,0,2,2,9,0,21,21,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.78869570000097,346.78869570000097,346.78869570000097,346.78869570000097,346.78869570000097,0.010021799942478538,346.78869570000097,True,0.09166666666666666,-0.4009259259259259,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,11,10,110,114,115,111,0,2,2,9,0,22,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.32177669997327,349.32177669997327,349.32177669997327,349.32177669997327,349.32177669997327,0.010415099910460413,349.32177669997327,True,-0.28703703703703703,-0.4083333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,add,60,58,118,122,119,123,0,2,2,9,0,23,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.7212126000086,350.7212126000086,350.7212126000086,350.7212126000086,350.7212126000086,0.010117300087586045,350.7212126000086,True,-0.2851851851851852,-0.4111111111111111,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,11,5,55,58,56,62,0,3,3,5,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,361.28704690001905,0.011775100021623075,-0.010185185185185186,-0.3592592592592593,1,0,0,364.99760360002983,364.99760360002983,364.99760360002983,364.99760360002983,364.99760360002983,0.029013899969868362,364.99760360002983,True,-0.29444444444444445,-0.4009259259259259,1,0,0,ansOne,356.2820600999985,361.28704690001905,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,19,10,190,195,197,195,0,3,3,5,0,1,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.95143380004447,370.95143380004447,370.95143380004447,370.95143380004447,370.95143380004447,0.009019499993883073,370.95143380004447,True,-0.29444444444444445,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,5,11,55,60,61,65,0,3,3,5,0,2,2,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.3510678000748,372.3510678000748,372.3510678000748,372.3510678000748,372.3510678000748,0.009268899913877249,372.3510678000748,True,-0.08981481481481482,-0.4027777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,58,53,111,118,117,113,0,3,3,5,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.6175459000515,373.6175459000515,373.6175459000515,373.6175459000515,373.6175459000515,0.008908599964343011,373.6175459000515,True,-0.3175925925925926,-0.40555555555555556,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,49,44,93,101,97,103,0,3,3,5,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.8495581999887,385.8495581999887,385.8495581999887,385.8495581999887,385.8495581999887,0.00955790001899004,385.8495581999887,True,-0.09166666666666666,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,19,10,190,200,202,194,0,3,3,5,0,5,5,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.6988998000743,390.6988998000743,390.6988998000743,390.6988998000743,390.6988998000743,0.009850100032053888,390.6988998000743,True,-0.11203703703703703,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,14,10,140,144,148,141,0,3,3,5,0,6,6,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.86561089998577,391.86561089998577,391.86561089998577,391.86561089998577,391.86561089998577,0.009902499965392053,391.86561089998577,True,-0.2861111111111111,-0.40925925925925927,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,53,21,74,77,75,77,0,3,3,5,0,7,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.63186720001977,393.63186720001977,393.63186720001977,393.63186720001977,393.63186720001977,0.0092333999928087,393.63186720001977,True,-0.2972222222222222,-0.4111111111111111,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,49,44,5,6,13,11,0,3,3,5,0,8,8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.5972402000334,397.5972402000334,397.5972402000334,397.5972402000334,397.5972402000334,0.009346600039862096,397.5972402000334,True,0.09351851851851851,-0.3990740740740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,44,21,23,28,30,24,0,3,3,5,0,9,9,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.2804067999823,403.2804067999823,403.2804067999823,403.2804067999823,403.2804067999823,0.009690999984741211,403.2804067999823,True,-0.08796296296296297,-0.4074074074074074,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,6,10,60,61,68,70,0,3,3,5,0,10,10,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.61458769999444,407.61458769999444,407.61458769999444,407.61458769999444,407.61458769999444,0.009601800004020333,407.61458769999444,True,-0.10185185185185185,-0.4046296296296296,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,56,53,3,11,10,8,0,3,3,5,0,11,11,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.93074370000977,408.93074370000977,408.93074370000977,408.93074370000977,408.93074370000977,0.009242399944923818,408.93074370000977,True,0.0962962962962963,-0.3972222222222222,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,2,11,22,26,29,23,0,3,3,5,0,12,12,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.8459564000368,411.8459564000368,411.8459564000368,411.8459564000368,411.8459564000368,0.009087600046768785,411.8459564000368,True,-0.08611111111111111,-0.4166666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,5,19,95,102,96,100,0,3,3,5,0,13,13,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.8795917000389,414.8795917000389,414.8795917000389,414.8795917000389,414.8795917000389,0.009191000019200146,414.8795917000389,True,0.09074074074074075,-0.4027777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,58,11,69,73,79,83,0,3,3,5,0,14,14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.19716540002264,418.19716540002264,418.19716540002264,418.19716540002264,418.19716540002264,0.01267359999474138,418.19716540002264,True,0.09074074074074075,-0.4027777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,53,11,64,68,67,71,0,3,3,5,0,15,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.01262339996174,421.01262339996174,421.01262339996174,421.01262339996174,421.01262339996174,0.009529900038614869,421.01262339996174,True,-0.11203703703703703,-0.40555555555555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,54,53,1,4,9,13,0,3,3,5,0,16,16,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.86142740002833,424.86142740002833,424.86142740002833,424.86142740002833,424.86142740002833,0.009812399977818131,424.86142740002833,True,-0.2962962962962963,-0.40370370370370373,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,44,26,18,22,25,8,0,3,3,5,0,17,17,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.46129929996096,428.46129929996096,428.46129929996096,428.46129929996096,428.46129929996096,0.009990999940782785,428.46129929996096,True,-0.2953703703703704,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,5,6,30,31,38,37,0,3,3,5,0,18,18,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.91028780001216,437.91028780001216,437.91028780001216,437.91028780001216,437.91028780001216,0.010597400018014014,437.91028780001216,True,-0.2953703703703704,-0.3990740740740741,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,54,11,65,71,68,75,0,3,3,5,0,19,19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.3764435000485,439.3764435000485,439.3764435000485,439.3764435000485,439.3764435000485,0.00958600000012666,439.3764435000485,True,-0.2972222222222222,-0.3972222222222222,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,5,14,70,71,78,75,0,3,3,5,0,20,20,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.5924996000249,443.5924996000249,443.5924996000249,443.5924996000249,443.5924996000249,0.009619500022381544,443.5924996000249,True,-0.08888888888888889,-0.4111111111111111,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,subtract,53,11,42,49,45,46,0,3,3,5,0,21,21,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.45772659999784,454.45772659999784,454.45772659999784,454.45772659999784,454.45772659999784,0.009363199933432043,454.45772659999784,True,0.10555555555555556,-0.4046296296296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
