songfilename,SongName,Speed,Condition,fileblock,testdurationsec,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,text.stopped,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,10,11,110,114,116,120,0,4,4,2,0,0,0,65,,,,,,,,,,,,,,,,,,,,,,,,470.73953700007405,0.009812099975533783,0.612037037037037,-0.2361111111111111,1,0,0,483.3135086999973,483.3135086999973,483.3135086999973,483.3135086999973,483.3135086999973,0.027561099966987967,483.3135086999973,True,-0.09259259259259259,-0.3888888888888889,1,0,0,ansTwo,465.7344207999995,470.73953700007405,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,10,11,110,120,111,116,0,4,4,2,0,1,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.4339899000479,489.4339899000479,489.4339899000479,489.4339899000479,489.4339899000479,0.007369300001300871,489.4339899000479,True,0.09444444444444444,-0.39814814814814814,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,add,44,26,70,77,79,78,0,4,4,2,0,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.9030807999661,493.9030807999661,493.9030807999661,493.9030807999661,493.9030807999661,0.010684499982744455,493.9030807999661,True,-0.08981481481481482,-0.3925925925925926,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,subtract,44,26,18,22,25,8,0,4,4,2,0,3,3,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.4917518000584,500.4917518000584,500.4917518000584,500.4917518000584,500.4917518000584,0.01567069999873638,500.4917518000584,True,0.11018518518518519,-0.40555555555555556,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,10,14,140,150,148,141,0,4,4,2,0,4,4,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.8351303000236,506.8351303000236,506.8351303000236,506.8351303000236,506.8351303000236,0.010249300044961274,506.8351303000236,True,-0.10462962962962963,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,subtract,54,26,28,18,33,37,0,4,4,2,0,5,5,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.1013934999937,508.1013934999937,508.1013934999937,508.1013934999937,508.1013934999937,0.009765699971467257,508.1013934999937,True,0.10648148148148148,-0.4101851851851852,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,10,19,190,192,194,195,0,4,4,2,0,6,6,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.5837323999731,512.5837323999731,512.5837323999731,512.5837323999731,512.5837323999731,0.009313800022937357,512.5837323999731,True,-0.08611111111111111,-0.40555555555555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,add,57,54,111,115,118,112,0,4,4,2,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.7002104000421,513.7002104000421,513.7002104000421,513.7002104000421,513.7002104000421,0.009822800057008862,513.7002104000421,True,0.11666666666666667,-0.40555555555555556,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,11,5,55,58,56,62,0,4,4,2,0,8,8,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0997582999989,518.0997582999989,518.0997582999989,518.0997582999989,518.0997582999989,0.0099727000342682,518.0997582999989,True,-0.3138888888888889,-0.39444444444444443,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,subtract,57,53,4,9,10,9,0,4,4,2,0,9,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.931394000072,519.931394000072,519.931394000072,519.931394000072,519.931394000072,0.009721199981868267,519.931394000072,True,-0.29444444444444445,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,10,14,140,143,148,143,0,4,4,2,0,10,10,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.1984831000445,527.1984831000445,527.1984831000445,527.1984831000445,527.1984831000445,0.010373700060881674,527.1984831000445,True,0.10277777777777777,-0.3972222222222222,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,subtract,58,21,37,38,44,42,0,4,4,2,0,11,11,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.7646696000593,528.7646696000593,528.7646696000593,528.7646696000593,528.7646696000593,0.00928090000525117,528.7646696000593,True,-0.08703703703703704,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,5,14,70,71,78,75,0,4,4,2,0,12,12,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1234305000398,533.1234305000398,533.1234305000398,533.1234305000398,533.1234305000398,0.019799700006842613,533.1234305000398,True,-0.09722222222222222,-0.3962962962962963,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,19,5,95,101,100,97,0,4,4,2,0,13,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.5624426000286,541.5624426000286,541.5624426000286,541.5624426000286,541.5624426000286,0.008827900048345327,541.5624426000286,True,0.10092592592592593,-0.4083333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,10,11,110,115,118,115,0,4,4,2,0,14,14,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.5296320000198,546.5296320000198,546.5296320000198,546.5296320000198,546.5296320000198,0.01043629995547235,546.5296320000198,True,-0.09537037037037037,-0.3990740740740741,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,add,60,58,118,122,119,123,0,4,4,2,0,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.4450986000011,548.4450986000011,548.4450986000011,548.4450986000011,548.4450986000011,0.00940219999756664,548.4450986000011,True,0.1259259259259259,-0.3962962962962963,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,subtract,56,54,2,8,5,9,0,4,4,2,0,16,16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.9118306000018,552.9118306000018,552.9118306000018,552.9118306000018,552.9118306000018,0.009390399907715619,552.9118306000018,True,-0.09444444444444444,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,subtract,58,11,47,50,49,37,0,4,4,2,0,17,17,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.9113647000631,556.9113647000631,556.9113647000631,556.9113647000631,556.9113647000631,0.009533099946565926,556.9113647000631,True,-0.2898148148148148,-0.3907407407407407,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,10,14,140,147,144,150,0,4,4,2,0,18,18,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.7120978999883,561.7120978999883,561.7120978999883,561.7120978999883,561.7120978999883,0.011853299918584526,561.7120978999883,True,-0.2898148148148148,-0.3907407407407407,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,multiply,5,11,55,60,61,65,0,4,4,2,0,19,19,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.826277300017,562.826277300017,562.826277300017,562.826277300017,562.826277300017,0.009487199946306646,562.826277300017,True,0.09537037037037037,-0.39351851851851855,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,add,58,21,79,85,82,83,0,4,4,2,0,20,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0945498000365,565.0945498000365,565.0945498000365,565.0945498000365,565.0945498000365,0.012138199992477894,565.0945498000365,True,-0.30833333333333335,-0.4064814814814815,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\You and Me (90) (Instrumental) by Bridge City Revival.wav,you and me,calm,instrumental,2,90,add,62,58,120,122,124,127,0,4,4,2,0,21,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.5102878999896,570.5102878999896,570.5102878999896,570.5102878999896,570.5102878999896,0.343475200003013,570.5102878999896,True,0.11203703703703703,-0.4046296296296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,multiply,10,14,140,150,148,141,0,5,5,6,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,581.5585769000463,0.012464699917472899,0.1537037037037037,-0.3972222222222222,1,0,0,590.5524577000178,590.5524577000178,590.5524577000178,590.5524577000178,590.5524577000178,0.030872900038957596,590.5524577000178,True,-0.287962962962963,-0.4,1,0,0,ansOne,576.5534579000669,581.5585769000463,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,add,58,54,112,117,118,114,0,5,5,6,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.1222110000672,596.1222110000672,596.1222110000672,596.1222110000672,596.1222110000672,0.009289699955843389,596.1222110000672,True,0.11296296296296296,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,add,58,13,71,79,76,80,0,5,5,6,0,2,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.3876683000708,606.3876683000708,606.3876683000708,606.3876683000708,606.3876683000708,0.010180499986745417,606.3876683000708,True,-0.09259259259259259,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,subtract,53,13,40,45,46,48,0,5,5,6,0,3,3,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.9213898000307,611.9213898000307,611.9213898000307,611.9213898000307,611.9213898000307,0.00927619996946305,611.9213898000307,True,-0.09814814814814815,-0.40925925925925927,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,subtract,56,54,2,8,5,9,0,5,5,6,0,4,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.2859769000206,616.2859769000206,616.2859769000206,616.2859769000206,616.2859769000206,0.009083900018595159,616.2859769000206,True,0.09814814814814815,-0.4064814814814815,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,multiply,10,6,60,65,67,68,0,5,5,6,0,5,5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0851249999832,628.0851249999832,628.0851249999832,628.0851249999832,628.0851249999832,0.009396599954925478,628.0851249999832,True,-0.2962962962962963,-0.4027777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,subtract,60,58,2,7,9,4,0,5,5,6,0,6,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.251439500018,630.251439500018,630.251439500018,630.251439500018,630.251439500018,0.00929570000153035,630.251439500018,True,0.0962962962962963,-0.3990740740740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,subtract,63,58,5,10,9,8,0,5,5,6,0,7,7,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.7341350000352,633.7341350000352,633.7341350000352,633.7341350000352,633.7341350000352,0.009447399992495775,633.7341350000352,True,0.0962962962962963,-0.4009259259259259,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,subtract,46,44,2,4,7,4,0,5,5,6,0,8,8,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.3841809000587,639.3841809000587,639.3841809000587,639.3841809000587,639.3841809000587,0.00919629994314164,639.3841809000587,True,-0.10833333333333334,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,add,56,53,109,116,112,116,0,5,5,6,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.5326095999917,643.5326095999917,643.5326095999917,643.5326095999917,643.5326095999917,0.009626999963074923,643.5326095999917,True,0.09814814814814815,-0.3990740740740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,multiply,19,2,38,43,41,46,0,5,5,6,0,10,10,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.2166627000552,649.2166627000552,649.2166627000552,649.2166627000552,649.2166627000552,0.009146700031124055,649.2166627000552,True,-0.09907407407407408,-0.4027777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,multiply,10,6,60,63,62,61,0,5,5,6,0,11,11,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.9479198000627,653.9479198000627,653.9479198000627,653.9479198000627,653.9479198000627,0.009706999990157783,653.9479198000627,True,-0.29814814814814816,-0.3990740740740741,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,add,54,26,80,81,83,87,0,5,5,6,0,12,12,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.8148794000736,655.8148794000736,655.8148794000736,655.8148794000736,655.8148794000736,0.009676099987700582,655.8148794000736,True,0.10648148148148148,-0.3962962962962963,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,multiply,5,14,70,77,74,75,0,5,5,6,0,13,13,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.8642477999674,660.8642477999674,660.8642477999674,660.8642477999674,660.8642477999674,0.009406100027263165,660.8642477999674,True,-0.2972222222222222,-0.39166666666666666,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,multiply,11,10,110,112,114,115,0,5,5,6,0,14,14,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.5138522000052,665.5138522000052,665.5138522000052,665.5138522000052,665.5138522000052,0.009690799983218312,665.5138522000052,True,0.10833333333333334,-0.40370370370370373,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,add,54,21,75,82,78,77,0,5,5,6,0,15,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.463264400023,667.463264400023,667.463264400023,667.463264400023,667.463264400023,0.009643299970775843,667.463264400023,True,-0.2935185185185185,-0.3990740740740741,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,subtract,53,21,32,40,35,40,0,5,5,6,0,16,16,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.8795710999984,672.8795710999984,672.8795710999984,672.8795710999984,672.8795710999984,0.009836899931542575,672.8795710999984,True,-0.2972222222222222,-0.3962962962962963,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,multiply,10,19,190,197,199,191,0,5,5,6,0,17,17,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.8293402000563,677.8293402000563,677.8293402000563,677.8293402000563,677.8293402000563,0.009858999983407557,677.8293402000563,True,-0.3,-0.3990740740740741,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\calm\instrumentals\Brand New Feelings (90) (Instrumental) by Land of Legs.wav,brand new feelings,calm,instrumental,2,90,multiply,14,5,70,73,77,75,0,5,5,6,0,18,18,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0783359999768,680.0783359999768,680.0783359999768,680.0783359999768,680.0783359999768,0.009247899986803532,680.0783359999768,True,-0.10462962962962963,-0.3990740740740741,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,57,54,3,5,7,5,0,6,6,4,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,688.6503736000741,0.04383790004067123,0.3490740740740741,-0.2574074074074074,1,0,0,691.969799799961,691.969799799961,691.969799799961,691.969799799961,691.969799799961,0.027580399997532368,691.969799799961,True,-0.3037037037037037,-0.40925925925925927,1,0,0,ansOne,683.6094801999861,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,add,44,44,88,91,93,95,0,6,6,4,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.6081601000624,706.6081601000624,706.6081601000624,706.6081601000624,706.6081601000624,0.009221600019373,706.6081601000624,True,0.08425925925925926,-0.40925925925925927,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,19,10,190,198,200,195,0,6,6,4,0,2,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.9085278999992,709.9085278999992,709.9085278999992,709.9085278999992,709.9085278999992,0.0102410000981763,709.9085278999992,True,0.10925925925925926,-0.4046296296296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,6,10,60,61,62,66,0,6,6,4,0,3,3,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.524432700011,711.524432700011,711.524432700011,711.524432700011,711.524432700011,0.009380499948747456,711.524432700011,True,0.10740740740740741,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,56,54,2,8,5,9,0,6,6,4,0,4,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.7740880000638,712.7740880000638,712.7740880000638,712.7740880000638,712.7740880000638,0.009362600045278668,712.7740880000638,True,0.09074074074074075,-0.4074074074074074,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,54,54,0,1,3,2,0,6,6,4,0,5,5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.1064336000709,717.1064336000709,717.1064336000709,717.1064336000709,717.1064336000709,0.008693900075741112,717.1064336000709,True,0.30462962962962964,-0.4009259259259259,1,0,0,ansFour,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,57,53,4,9,10,9,0,6,6,4,0,6,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.1726981999818,720.1726981999818,720.1726981999818,720.1726981999818,720.1726981999818,0.009127600002102554,720.1726981999818,True,-0.30185185185185187,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,multiply,14,10,140,144,148,141,0,6,6,4,0,7,7,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.9055614999961,727.9055614999961,727.9055614999961,727.9055614999961,727.9055614999961,0.009728299919515848,727.9055614999961,True,-0.29259259259259257,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
music\silence.wav,silent,silent,silent,2,90,subtract,58,54,4,9,8,7,0,6,6,4,0,8,8,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.5225052000023,729.5225052000023,729.5225052000023,729.5225052000023,729.5225052000023,0.009435700019821525,729.5225052000023,True,-0.30462962962962964,-0.40185185185185185,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_20h41.16.054,musicalMathTest,2022.2.4,60.12871151996619,
