songfilename,SongName,Speed,Condition,fileblock,testdurationsec,songCondFile,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,text.stopped,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,9,5,45,51,47,53,0,1,1,5,0,12,12,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.96575870004017,162.96575870004017,162.96575870004017,162.96575870004017,162.96575870004017,0.005947600002400577,162.96575870004017,True,-0.10277777777777777,-0.40555555555555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,5,16,80,84,88,85,0,1,1,5,0,13,13,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.61575670004822,164.61575670004822,164.61575670004822,164.61575670004822,164.61575670004822,0.006247100071050227,164.61575670004822,True,0.11296296296296296,-0.40370370370370373,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,10,5,50,57,53,57,0,1,1,5,0,14,14,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.86572190001607,166.86572190001607,166.86572190001607,166.86572190001607,166.86572190001607,0.005816500051878393,166.86572190001607,True,-0.09351851851851851,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,45,45,90,97,92,94,0,1,1,5,0,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.6323632999556,168.6323632999556,168.6323632999556,168.6323632999556,168.6323632999556,0.006165600032545626,168.6323632999556,True,0.10555555555555556,-0.4083333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,40,35,5,10,9,13,0,1,1,5,0,16,16,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.44903020001948,170.44903020001948,170.44903020001948,170.44903020001948,170.44903020001948,0.006005499977618456,170.44903020001948,True,-0.09351851851851851,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,38,35,3,10,6,10,0,1,1,5,0,17,17,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.61566300003324,172.61566300003324,172.61566300003324,172.61566300003324,172.61566300003324,0.006003900081850588,172.61566300003324,True,-0.0962962962962963,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,40,35,75,85,83,80,0,1,1,5,0,18,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.88235580001492,173.88235580001492,173.88235580001492,173.88235580001492,173.88235580001492,0.00589090003632009,173.88235580001492,True,0.09351851851851851,-0.4027777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,5,16,80,84,90,85,0,1,1,5,0,19,19,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.68226050003432,177.68226050003432,177.68226050003432,177.68226050003432,177.68226050003432,0.0059602000983431935,177.68226050003432,True,0.08796296296296297,-0.40370370370370373,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,8,10,80,85,90,94,0,1,1,5,0,20,20,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.98226540000178,178.98226540000178,178.98226540000178,178.98226540000178,178.98226540000178,0.006438800017349422,178.98226540000178,True,-0.09537037037037037,-0.4009259259259259,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,9,2,18,19,21,24,0,1,1,5,0,21,21,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.9989157000091,180.9989157000091,180.9989157000091,180.9989157000091,180.9989157000091,0.006364500033669174,180.9989157000091,True,0.09259259259259259,-0.40555555555555556,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,45,45,0,2,3,7,0,1,1,5,0,22,22,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.4321679000277,183.4321679000277,183.4321679000277,183.4321679000277,183.4321679000277,0.006044499925337732,183.4321679000277,True,0.09166666666666666,-0.4046296296296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,5,8,40,46,43,45,0,1,1,5,0,23,23,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.44883719994687,184.44883719994687,184.44883719994687,184.44883719994687,184.44883719994687,0.006582899950444698,184.44883719994687,True,-0.28703703703703703,-0.39537037037037037,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,45,45,0,7,2,5,0,1,1,5,0,24,24,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.5820750000421,187.5820750000421,187.5820750000421,187.5820750000421,187.5820750000421,0.0059489000122994184,187.5820750000421,True,0.1,-0.3907407407407407,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,57,52,5,6,7,11,0,1,1,5,0,25,25,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.61539299995638,189.61539299995638,189.61539299995638,189.61539299995638,189.61539299995638,0.006526599987410009,189.61539299995638,True,-0.2972222222222222,-0.4027777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,45,18,27,28,30,33,0,1,1,5,0,26,26,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.36538580001798,192.36538580001798,192.36538580001798,192.36538580001798,192.36538580001798,0.0060912000481039286,192.36538580001798,True,-0.0962962962962963,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,8,10,80,88,82,85,0,1,1,5,0,27,27,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.56532249995507,198.56532249995507,198.56532249995507,198.56532249995507,198.56532249995507,0.006284900009632111,198.56532249995507,True,0.09351851851851851,-0.4064814814814815,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,5,10,50,51,52,53,0,1,1,5,0,28,28,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.36529430001974,200.36529430001974,200.36529430001974,200.36529430001974,200.36529430001974,0.005791799980215728,200.36529430001974,True,-0.10092592592592593,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,5,10,50,55,60,53,0,1,1,5,0,29,29,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.09862269996665,202.09862269996665,202.09862269996665,202.09862269996665,202.09862269996665,0.00430989998858422,202.09862269996665,True,-0.1111111111111111,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,30,29,1,5,7,5,0,1,1,5,0,30,30,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.41518979996908,203.41518979996908,203.41518979996908,203.41518979996908,203.41518979996908,0.0067585998913273215,203.41518979996908,True,0.09814814814814815,-0.3962962962962963,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,10,16,160,164,170,166,0,1,1,5,0,31,31,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.06521220004652,206.06521220004652,206.06521220004652,206.06521220004652,206.06521220004652,0.00626259995624423,206.06521220004652,True,-0.09259259259259259,-0.4064814814814815,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,10,5,50,55,51,52,0,1,1,5,0,32,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0318910999922,208.0318910999922,208.0318910999922,208.0318910999922,208.0318910999922,0.006251299986615777,208.0318910999922,True,-0.09351851851851851,-0.40555555555555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,8,5,40,44,42,47,0,1,1,5,0,33,33,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.01519179996103,209.01519179996103,209.01519179996103,209.01519179996103,209.01519179996103,0.006205999990925193,209.01519179996103,True,0.1111111111111111,-0.39444444444444443,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,35,17,18,26,22,26,0,1,1,5,0,34,34,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.81513530004304,210.81513530004304,210.81513530004304,210.81513530004304,210.81513530004304,0.007053900044411421,210.81513530004304,True,0.10277777777777777,-0.3990740740740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,24,20,44,47,49,54,0,1,1,5,0,35,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.23176410002634,216.23176410002634,216.23176410002634,216.23176410002634,216.23176410002634,0.006224400014616549,216.23176410002634,True,-0.2953703703703704,-0.40185185185185185,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,63,59,4,9,8,11,0,2,2,1,0,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,226.43160300003365,0.008675899938680232,-0.19166666666666668,-0.2972222222222222,1,0,0,233.08163679996505,233.08163679996505,233.08163679996505,233.08163679996505,233.08163679996505,0.025976400007493794,233.08163679996505,True,0.1,-0.4027777777777778,1,0,0,ansThree,221.43168609996792,226.43160300003365,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,46,41,87,91,89,93,0,2,2,1,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4814994999906,236.4814994999906,236.4814994999906,236.4814994999906,236.4814994999906,0.006506299949251115,236.4814994999906,True,0.10740740740740741,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,51,33,18,20,26,22,0,2,2,1,0,2,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.73142790002748,241.73142790002748,241.73142790002748,241.73142790002748,241.73142790002748,0.006919399951584637,241.73142790002748,True,-0.08796296296296297,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,41,33,8,16,12,16,0,2,2,1,0,3,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.08138059999328,246.08138059999328,246.08138059999328,246.08138059999328,246.08138059999328,0.005892799934372306,246.08138059999328,True,0.10092592592592593,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,47,46,93,101,103,98,0,2,2,1,0,4,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.93125220004003,253.93125220004003,253.93125220004003,253.93125220004003,253.93125220004003,0.006685700034722686,253.93125220004003,True,0.10277777777777777,-0.39814814814814814,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,2,20,26,28,21,0,2,2,1,0,5,5,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.531165100052,268.531165100052,268.531165100052,268.531165100052,268.531165100052,0.006342500098980963,268.531165100052,True,-0.0962962962962963,-0.4083333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,5,10,50,54,53,54,0,2,2,1,0,6,6,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0643999000313,270.0643999000313,270.0643999000313,270.0643999000313,270.0643999000313,0.006527399993501604,270.0643999000313,True,0.10740740740740741,-0.4074074074074074,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,50,46,96,98,101,99,0,2,2,1,0,7,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.7310745000141,271.7310745000141,271.7310745000141,271.7310745000141,271.7310745000141,0.0059911999851465225,271.7310745000141,True,0.10740740740740741,-0.4074074074074074,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,20,5,100,101,104,108,0,2,2,1,0,8,8,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.1476905000163,274.1476905000163,274.1476905000163,274.1476905000163,274.1476905000163,0.006424400024116039,274.1476905000163,True,-0.08611111111111111,-0.4101851851851852,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,7,2,14,18,20,18,0,2,2,1,0,9,9,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.91431799996644,275.91431799996644,275.91431799996644,275.91431799996644,275.91431799996644,0.006098899990320206,275.91431799996644,True,0.11018518518518519,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,47,12,59,63,67,64,0,2,2,1,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2809989999514,279.2809989999514,279.2809989999514,279.2809989999514,279.2809989999514,0.0062342999735847116,279.2809989999514,True,-0.1037037037037037,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,61,59,2,3,8,9,0,2,2,1,0,11,11,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.4142780000111,282.4142780000111,282.4142780000111,282.4142780000111,282.4142780000111,0.005903499899432063,282.4142780000111,True,0.10092592592592593,-0.40370370370370373,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,63,59,122,125,132,126,0,2,2,1,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.13089959998615,286.13089959998615,286.13089959998615,286.13089959998615,286.13089959998615,0.006455500028096139,286.13089959998615,True,-0.2851851851851852,-0.39537037037037037,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,7,70,80,77,80,0,2,2,1,0,13,13,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.56407660001423,294.56407660001423,294.56407660001423,294.56407660001423,294.56407660001423,0.0062360999872908,294.56407660001423,True,-0.09259259259259259,-0.39444444444444443,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,add,48,47,95,96,98,105,0,2,2,1,0,14,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.8474028999917,295.8474028999917,295.8474028999917,295.8474028999917,295.8474028999917,0.00632789998780936,295.8474028999917,True,0.11666666666666667,-0.3962962962962963,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,10,10,100,107,103,104,0,2,2,1,0,15,15,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.54735809995327,299.54735809995327,299.54735809995327,299.54735809995327,299.54735809995327,0.0062108999118208885,299.54735809995327,True,-0.3148148148148148,-0.4064814814814815,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,60,59,1,5,7,5,0,2,2,1,0,16,16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.99736140004825,300.99736140004825,300.99736140004825,300.99736140004825,300.99736140004825,0.0061033000238239765,300.99736140004825,True,0.10277777777777777,-0.4064814814814815,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,51,47,4,12,7,11,0,2,2,1,0,17,17,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.76392299996223,303.76392299996223,303.76392299996223,303.76392299996223,303.76392299996223,0.006124500068835914,303.76392299996223,True,0.10277777777777777,-0.4064814814814815,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,2,13,26,27,29,36,0,2,2,1,0,18,18,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.2806163999485,306.2806163999485,306.2806163999485,306.2806163999485,306.2806163999485,0.006233599968254566,306.2806163999485,True,0.10277777777777777,-0.4064814814814815,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,13,2,26,30,33,37,0,2,2,1,0,19,19,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.597270200029,308.597270200029,308.597270200029,308.597270200029,308.597270200029,0.005986700067296624,308.597270200029,True,-0.3055555555555556,-0.4027777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,multiply,5,20,100,103,102,101,0,2,2,1,0,20,20,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.06387419998646,311.06387419998646,311.06387419998646,311.06387419998646,311.06387419998646,0.006519900052808225,311.06387419998646,True,-0.3074074074074074,-0.4027777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\Brand New Feelings (90) by Land of Legs.wav,brand new feelings,calm,vocals,1,90,A,subtract,51,34,17,20,21,23,0,2,2,1,0,21,21,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.84718779998366,312.84718779998366,312.84718779998366,312.84718779998366,312.84718779998366,0.0059405999490991235,312.84718779998366,False,0.29814814814814816,-0.4046296296296296,1,0,0,ansFour,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\You & Me featuring Ural Thomas (90) by Bridge City Revival.wav,you and me,calm,vocals,1,90,A,subtract,62,58,4,5,9,6,0,3,3,7,0,0,0,44,,,,,,,,,,,,,,,,,,,,,,,,329.9469973000232,0.004627399961464107,0.09351851851851851,-0.32037037037037036,1,0,0,335.33027100004256,335.33027100004256,335.33027100004256,335.33027100004256,335.33027100004256,0.03093620005529374,335.33027100004256,True,0.09722222222222222,-0.4,1,0,0,ansThree,324.9470762000419,329.9469973000232,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\You & Me featuring Ural Thomas (90) by Bridge City Revival.wav,you and me,calm,vocals,1,90,A,add,53,26,79,80,87,80,0,3,3,7,0,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.34680669999216,343.34680669999216,343.34680669999216,343.34680669999216,343.34680669999216,0.007842599996365607,343.34680669999216,True,-0.09351851851851851,-0.4027777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
music\calm\vocals\You & Me featuring Ural Thomas (90) by Bridge City Revival.wav,you and me,calm,vocals,1,90,A,multiply,2,11,22,26,29,23,0,3,3,7,0,2,2,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0800583999371,351.0800583999371,351.0800583999371,351.0800583999371,351.0800583999371,0.007349299965426326,351.0800583999371,True,0.10462962962962963,-0.4064814814814815,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_17h39.16.323,musicalMathTest,2022.2.4,59.99358066592561,
